Anyone can do that.	任何人都可以做到。
I like playing the piano.	我喜欢弹钢琴。
The lights aren't on.	灯没有亮着。
I've spent 500 dollars in one day.	我一天花了500美元。
I got on the wrong train.	我上錯了火車。
I'm glad to hear that.	我很高興聽到這個消息。
Tom is extremely romantic.	汤姆非常的浪漫。
My brother goes to college in Tokyo.	我兄弟在東京上大學。
He visited his uncle yesterday.	昨天他拜訪了他的叔叔。
The firm went under due to lack of capital.	公司由于缺乏资本倒闭了。
Are you going out tomorrow?	你明天出去吗？
You'd better go home.	你最好回家。
The old man made out his will.	這位老先生立了他的遗嘱。
We are late.	我們遲到了。
It's a good thing to read good books when you are young.	年轻的时候多看点好书是件好事。
She is having lunch now.	她现在正在吃午餐。
Don't be so childish.	不要那么幼稚。
He told me he would go to Venice.	他告诉过我他会去威尼斯。
This pen doesn't write well.	这支笔不太好用。
What did you buy?	你買了什麼？
I am Hungarian.	我是匈牙利人。
I have been in Japan for two months.	我在日本已經兩個月了。
It's warm here all the year round.	這裡一年四季很溫暖。
The red dress looked good on her.	她穿這套紅色的洋裝很好看。
The streets in Tokyo are full on Saturdays.	週六，東京街上人滿為患。
Don't let him run.	別讓他跑。
I'm sorry, I don't have change.	對不起, 我沒有零錢。
I don't know and neither does he.	我不知道，他也不知道。
Call home!	打电话回家！
They wanted to take pictures of Kyoto.	他们想拍京都的照片。
It has nothing to do with me.	它跟我没关系。
She's only a child.	她只是個孩子。
Yesterday's board meeting was a big success.	昨天的董事會會議是一個大成功。
Put some salt into the boiling water.	放點鹽到滾水裡。
Tell us more.	告訴我們多一點。
I don't have much time.	我时间不多。
I was about to go look for you.	我剛才正要找你。
My mother is reading a magazine.	我媽媽正在讀一本雜誌。
She is married to a foreigner.	她嫁給了一個外國人。
It took me more than two hours to translate a few pages of English.	翻译几页英文花了我2个多小时。
There's nothing better than taking a nice walk.	没有什么比散步更好的了。
He called me up almost every day.	他幾乎每天打電話給我。
Sports are good for your health.	运动有益健康。
Are you sure you don't want me to say anything?	你确定要我什么都不说？
My son is tired of hamburgers.	我的兒子厭煩了漢堡包。
"Who is it?" "It's your mother."	“是谁？”“是你妈妈。”
I'm not a university student, but I'm brighter than them.	我不是一個大學生, 但我比他們更聰明。
I'd like to see your sister.	我想见你的姐姐。
I don't remember anything about the incident.	我不记得事故的情况。
Tomorrow I'm going to Shanghai.	我明天要去上海。
The castle is across the river.	城堡在河的對面。
It's only your imagination.	那只是你的想象。
Please sit on the sofa and relax.	請坐在沙發上放輕鬆。
A truck was standing in the middle of the road.	路中间有一辆卡车。
I didn't want to humiliate you.	我不是想要羞辱你。
Did he pass the exam?	他通過考試了嗎？
The light changed from red to green.	燈由紅變綠。
You should seriously consider working here.	你应该认真考虑在这里工作的事。
I hope that you are very well.	我希望你很健康。
She looked away.	她轉移了視線。
He will be back in a second.	他很快就会回来。
Are they all like this?	他们都像这一样吗？
I'll act as a guide for you.	我为你充当导游。
You'll be able to see the difference very easily.	你们很容易就能看出区别。
She must have taken the wrong bus.	她一定是搭錯了公車。
I don't know when he'll come again.	我不知道他什麼時候會再來的。
You gave me the wrong change.	你找錯了零錢給我。
Show me another example.	再给我举个例子。
I am alarmed by your irresponsible attitude.	我对你不负责任的态度感到惊讶。
I think I'll be able to deal with that.	我认为我能做好。
Her skin is whiter than snow.	她的皮肤比雪还白。
It was raining heavily when I got up this morning.	我今天早上起来的时候雨下得很大。
I saw him wash the car.	我看見他洗車。
These apples look very fresh.	这些苹果看起来很新鲜。
I am familiar with this neighborhood.	我對這附近很熟悉。
She was wearing a blue coat.	她穿了一件蓝色大衣。
She left the hospital an hour ago.	她一小时前离开了医院。
If I were in your place, I would lend him a hand.	如果我是你，我会帮他一把。
You have good reason to be angry.	你有充分的理由生氣。
What is the population of India?	印度的人口有多少？
It's been hot this month, but today's an exception.	这个月一直都很热，但今天是个例外。
These questions are easy to answer.	這些問題太容易回答了。
I've already put Tom to work on it.	我已经让汤姆去做它了。
I recognize that what he says is the truth.	我承认他说的是事实。
She may be a nurse. I am not sure.	她可能是护士。我不太肯定。
There's a doghouse in the yard.	院子里的是狗屋。
Please show me your stamp album.	請讓我看看你的集郵冊。
I don't think that she looks like her mother.	我不觉得她像她妈妈。
Men should work.	男人应该工作。
I wonder what I should do today.	我在想我今天该干什么。
I asked Tom to play the guitar.	我叫汤姆弹吉他。
Did you check this?	你检查这个了吗？
The equator divides the globe into two hemispheres.	赤道把地球分为两个半球。
You could count to ten when you were two.	在你兩歲時, 你可以數到十。
Nobody likes being laughed at.	沒有人喜歡被人嘲笑。
I cry every time I watch this movie.	我每次看这部电影都会哭。
The war began three years later.	三年後戰爭開始了。
Please make the bed.	請整理床鋪。
Tom doesn't think so.	汤姆可不这么认为。
I am playing football now.	我現在正在踢足球。
Somebody had drowned her in the bathtub.	有人把她淹死在浴缸裡。
It was beginning to snow.	開始下雪了。
I do not know when she will come back.	我不知道她什么时候会回来。
Those were difficult times.	那是困难时期。
He taught us that Columbus discovered America.	他教導我們說, 哥倫布發現了美洲。
Was it all an illusion?	那全是幻觉吗？
It's so hard.	太难了。
You shouldn't eat too much candy.	你不應該吃太多糖果。
You should tell him the truth.	你该告诉他真相。
When will you come back to school?	你何時會回學校?
I'm a professional photographer.	我是專業攝影師。
He likes hunting.	他喜欢打猎。
What're you saying?	你在說什麼？
What size shoes do you wear?	你穿幾號的鞋子?
Please help yourself to the fruit.	請隨意吃水果。
Who will provide capital for the venture?	谁来为风险投资提供资金？
They settled in Canada.	他们在加拿大安家落户。
Kyoto is worth visiting.	京都值得游览。
I tried not to wake you up.	我设法不让你醒。
A beautiful sunset, isn't it?	美麗的夕陽，不是嗎？
The bus doesn't always come on time.	巴士不总是能准点到达。
I almost forgot my lunch.	我快把我的午饭忘了。
I'm married.	我已婚。
I've got to go to the bank.	我要去银行了。
Wait!	等等！
She got married at the age of 25.	她25岁就结婚了。
That child can count to twenty.	这孩子能数到20。
Children can't swim in this river.	小孩儿不能在这条河里游泳。
Did Tom show an interest?	汤姆感兴趣吗？
Swimming makes your legs stronger.	游泳使腿部强健。
I gave up smoking for a year.	我戒煙一年了。
Your question has no answer.	你的问题没有答案。
I have been studying for two hours.	我已經讀了兩個小時的書了。
He often eats fish for dinner.	他晚飯經常吃魚。
I couldn't think of anything to say.	我想不到要說什麼話。
My father is a skilled fisherman.	我爸爸是个钓鱼高手。
Where did you buy the shoes?	你在哪裡買這雙鞋子?
We laughed.	我们笑了。
He comes here almost every day.	他几乎每天都来。
I'm afraid it won't work.	我怕它是行不通的。
We should've stayed at home.	我們本來應該留在家裡的。
I don't want to fail my exams.	我不想考试失败。
The fire was out.	火熄灭了。
See you at the party.	在派对上见
It won't take long to finish the job.	完成这个工作不会花太长时间。
I'm going to Paris in the fall.	我秋天要去巴黎。
